t	(Var=minDt) Max	(Var=minDt) WeightedMean	(Var=minDt) Min
325.5	50.076946575650425	49.65284601031645	49.16969251898993
326.0	49.80696058229644	49.38400039549649	48.90215703564117
326.5	49.540956990117884	49.11919607053028	48.63873028549156
327.0	49.28101356425072	48.86050047978346	48.381467835381066
327.5	49.02912458787959	48.609896982054465	48.13234048038977
328.0	48.78718641330361	48.369270535012454	47.893220082077974
328.5	48.55698477410024	48.14039514966106	47.66586718669024
329.0	48.34018387492243	47.92492312769929	47.451920432026135
329.5	48.13831723429059	47.72437605355374	47.25288771058967
330.0	47.952780219080715	47.54013747632628	47.07013902035334
330.5	47.784824177879294	47.373447185503125	46.90490090317329
331.0	47.6355520560027	47.22539696086076	46.758252348706506
331.5	47.50591535685284	47.096927658397426	46.63112202214021
332.0	47.39671230315536	46.988827484674545	46.524286667437494
332.5	47.308587047702375	46.90173130729564	46.4383705309343
333.0	47.24202978383739	46.836120851317524	46.37384565525042
333.5	47.197377614798974	46.79232564020522	46.33103290120364
334.0	47.17481604903556	46.7705245484386	46.31010356510707
334.5	47.174381010622874	46.77074785520854	46.31108148102584
335.0	47.195961265927906	46.79287970089825	46.333845510624954
335.5	47.23930119268715	46.836660873224986	46.37813234807249
336.0	47.30400383782015	46.90169187020868	46.44353958827218
336.5	47.38953423277696	46.98743620964735	46.52952902911113
337.0	47.49522295634348	47.09322397595168	46.6354301995949
337.5	47.62026995683347	47.21825561712311	46.76044412770407
338.0	47.763748661152455	47.361606020274905	46.90364737736572
338.5	47.9246104189704	47.52222891467295	47.063996404381264
339.0	48.10168933955691	47.698961660695794	47.2403322906506
339.5	48.2937075918971	47.890530495985296	47.431385928735764
340.0	48.49928124485983	48.0955563163169	47.635783735216016
340.5	48.71692672743292	48.31256107185138	47.852053973902805
341.0	48.945067988787265	48.53997485932277	48.07863377096568
341.5	49.18204443405564	48.776143786651765	48.31387689846795
342.0	49.42611970150136	49.019338676636046	48.55606239453416
342.5	49.67549133809728	49.26776466742359	48.803404078485364
343.0	49.92830141107715	49.51957174834363	49.05406100062526
343.5	50.18264807757321	49.772866254208424	49.306148850835505
344.0	50.436598108878734	50.02572331553048	49.55775232478296
344.5	50.68820034399009	50.276200240556214	49.806938424620405
345.0	50.935500018626925	50.522350776223796	50.05177064262251
345.5	51.17655388840877	50.76224016778796	50.29032394856222
346.0	51.40944603523203	50.9939609070888	50.52070047188631
346.5	51.632304220519075	51.2156490338725	50.74104574393688
347.0	51.84331661325744	51.42550081868873	50.94956532939794
347.5	52.040748705710214	51.62178964056437	51.14454166060169
348.0	52.2229601976682	51.8028828403188	51.324350855344925
348.5	52.38842161520481	51.96725831527063	51.487479283928856
349.0	52.53573041366851	52.113520604383055	51.63253963356257
349.5	52.663626305955454	52.24041620390296	51.75828620913227
350.0	52.771005553180125	52.346847849509906	51.86362920484544
350.5	52.85693395784805	52.43188750316774	51.94764768328055
351.0	52.92065830949644	52.49478779343593	52.00960100854988
351.5	52.96161604978935	52.53499167410945	52.048938496487054
352.0	52.979442947366245	52.552140089487075	52.06530706797864
352.5	52.97397860281851	52.546077465542936	52.05855672303136
353.0	52.94526963933539	52.51685488066163	52.028743687477544
353.5	52.89357047662013	52.46473081268749	51.976131128048564
354.0	52.81934162932967	52.39016940299627	51.90118737589479
354.5	52.723245519702935	52.29383622716632	51.804581648112645
355.0	52.60613984223353	52.17659161078466	51.68717730662362
355.5	52.46906856823806	52.039481579403	51.55002274476891
356.0	52.31325072407535	51.88372657812683	51.39434003919569
356.5	52.14006712412658	51.71070814427508	51.22151155306736
357.0	51.95104527717413	51.5219537544013	51.033064715035756
357.5	51.74784271860825	51.319120100994056	50.83065523255042
358.0	51.53222905274877	51.10397508621646	50.61604903044828
358.5	51.30606700556095	50.87837883587692	50.39110322125205
359.0	51.07129280279675	50.64426405137589	50.157746428097354
359.5	50.82989618879325	50.403616017170634	49.9179587803614
